PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_SLUG,TEAM_CODE,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
1629012,"Sexton, Collin",Collin Sexton,1,2018,2023,collin_sexton,collin_sexton,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,0
1629013,"Shamet, Landry",Landry Shamet,1,2018,2023,landry_shamet,landry_shamet,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,0
1641767,"Sheppard, Ben",Ben Sheppard,1,2023,2023,ben_sheppard,ben_sheppard,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
1627783,"Siakam, Pascal",Pascal Siakam,1,2016,2023,pascal_siakam,pascal_siakam,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,1
1630579,"Sims, Jericho",Jericho Sims,1,2021,2023,jericho_sims,jericho_sims,1610612752,New York,Knicks,NYK,knicks,knicks,Y,1
1631376,"Skapintsev, Dmytro",Dmytro Skapintsev,0,2023,2023,dmytro_skapintsev,dmytro_skapintsev,0,,,,,,Y,11
1641771,"Slawson, Jalen",Jalen Slawson,1,2023,2023,jalen_slawson,jalen_slawson,1610612758,Sacramento,Kings,SAC,kings,kings,Y,11
1630606,"Smart, Javonte",Javonte Smart,0,2021,2023,javonte_smart,javonte_smart,0,,,,,,Y,11
1630696,"Smith, Dru",Dru Smith,1,2022,2023,dru_smith,dru_smith,1610612748,Miami,Heat,MIA,heat,heat,Y,1
202397,"Smith, Ish",Ish Smith,0,2010,2023,ish_smith,ish_smith,0,,,,,,Y,1
1630188,"Smith, Jalen",Jalen Smith,1,2020,2023,jalen_smith,jalen_smith,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,1
1641733,"Smith Jr., Nick",Nick Smith Jr.,1,2023,2023,nick_smith_jr,nick_smith_jr,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,0
1630311,"Spencer, Pat",Pat Spencer,1,2023,2023,pat_spencer,pat_spencer,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,11
1630531,"Springer, Jaden",Jaden Springer,1,2021,2023,jaden_springer,jaden_springer,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,1
1631306,"Swider, Cole",Cole Swider,1,2022,2023,cole_swider,cole_swider,1610612748,Miami,Heat,MIA,heat,heat,Y,11
1628369,"Tatum, Jayson",Jayson Tatum,1,2017,2023,jayson_tatum,jayson_tatum,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,0
1628464,"Theis, Daniel",Daniel Theis,1,2017,2023,daniel_theis,daniel_theis,1610612746,LA,Clippers,LAC,clippers,clippers,Y,0
202691,"Thompson, Klay",Klay Thompson,1,2011,2023,klay_thompson,klay_thompson,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,0
1630550,"Thor, JT",JT Thor,1,2021,2023,jt_thor,jt_thor,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,1
1630214,"Tillman, Xavier",Xavier Tillman,1,2020,2023,xavier_tillman,xavier_tillman,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,1
1631210,"Toppin, Jacob",Jacob Toppin,1,2023,2023,jacob_toppin,jacob_toppin,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11
1630167,"Toppin, Obi",Obi Toppin,1,2020,2023,obi_toppin,obi_toppin,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,0
1629308,"Toscano-Anderson, Juan",Juan Toscano-Anderson,0,2019,2023,juan_toscano-anderson,juan_toscano-anderson,0,,,,,,Y,11
1626157,"Towns, Karl-Anthony",Karl-Anthony Towns,1,2015,2023,karl-anthony_towns,karl-anthony_towns,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,0
1631131,"Tshiebwe, Oscar",Oscar Tshiebwe,1,2023,2023,oscar_tshiebwe,oscar_tshiebwe,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
200782,"Tucker, P.J.",P.J. Tucker,1,2006,2023,pj_tucker,pj_tucker,1610612746,LA,Clippers,LAC,clippers,clippers,Y,1
1626167,"Turner, Myles",Myles Turner,1,2015,2023,myles_turner,myles_turner,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,0
202685,"Valanciunas, Jonas",Jonas Valanciunas,1,2012,2023,jonas_valanciunas,jonas_valanciunas,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,0
1628426,"Vezenkov, Sasha",Sasha Vezenkov,1,2023,2023,sasha_vezenkov,sasha_vezenkov,1610612758,Sacramento,Kings,SAC,kings,kings,Y,0
1630688,"Wainright, Ish",Ish Wainright,0,2021,2023,ish_wainright,ish_wainright,0,,,,,,Y,0
1641716,"Walker, Jarace",Jarace Walker,1,2023,2023,jarace_walker,jarace_walker,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
1641717,"Wallace, Cason",Cason Wallace,1,2023,2023,cason_wallace,cason_wallace,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,0
1641775,"Walsh, Jordan",Jordan Walsh,1,2023,2023,jordan_walsh,jordan_walsh,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,11
1629023,"Washington, P.J.",P.J. Washington,1,2019,2023,pj_washington,pj_washington,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,0
1630613,"Washington Jr., Duane",Duane Washington Jr.,1,2021,2023,duane_washington_jr,duane_washington_jr,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11
1630322,"Waters III, Lindy",Lindy Waters III,1,2021,2023,lindy_waters_iii,lindy_waters_iii,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,11
201566,"Westbrook, Russell",Russell Westbrook,1,2008,2023,russell_westbrook,russell_westbrook,1610612746,LA,Clippers,LAC,clippers,clippers,Y,0
1628401,"White, Derrick",Derrick White,1,2017,2023,derrick_white,derrick_white,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,1
1630598,"Wiggins, Aaron",Aaron Wiggins,1,2021,2023,aaron_wiggins,aaron_wiggins,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,1
203952,"Wiggins, Andrew",Andrew Wiggins,1,2014,2023,andrew_wiggins,andrew_wiggins,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,0
1629623,"Wigginton, Lindell",Lindell Wigginton,0,2021,2023,lindell_wigginton,lindell_wigginton,0,,,,,,Y,1
1631214,"Williams, Alondes",Alondes Williams,1,2022,2023,alondes_williams,alondes_williams,1610612748,Miami,Heat,MIA,heat,heat,Y,11
1630314,"Williams, Brandon",Brandon Williams,1,2021,2023,brandon_williams,brandon_williams,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,11
1629684,"Williams, Grant",Grant Williams,1,2019,2023,grant_williams,grant_williams,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,0
1631114,"Williams, Jalen",Jalen Williams,1,2022,2023,jalen_williams,jalen_williams,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,0
1631119,"Williams, Jaylin",Jaylin Williams,1,2022,2023,jaylin_williams,jaylin_williams,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,1
1629026,"Williams, Kenrich",Kenrich Williams,1,2018,2023,kenrich_williams,kenrich_williams,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,1
1631109,"Williams, Mark",Mark Williams,1,2022,2023,mark_williams,mark_williams,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,0
1629627,"Williamson, Zion",Zion Williamson,1,2019,2023,zion_williamson,zion_williamson,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,0
1631209,"Wong, Isaiah",Isaiah Wong,1,2023,2023,isaiah_wong,isaiah_wong,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
1626153,"Wright, Delon",Delon Wright,1,2015,2023,delon_wright,delon_wright,1610612748,Miami,Heat,MIA,heat,heat,Y,1
201152,"Young, Thaddeus",Thaddeus Young,1,2007,2023,thaddeus_young,thaddeus_young,1610612756,Phoenix,Suns,PHX,suns,suns,Y,0
1630209,"Yurtseven, Omer",Omer Yurtseven,1,2020,2023,omer_yurtseven,omer_yurtseven,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,1
203469,"Zeller, Cody",Cody Zeller,1,2013,2023,cody_zeller,cody_zeller,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,0
1627826,"Zubac, Ivica",Ivica Zubac,1,2016,2023,ivica_zubac,ivica_zubac,1610612746,LA,Clippers,LAC,clippers,clippers,Y,1
